# Drafted 2023-03-14 throughout the night.
#
# Source: https://docs.google.com/spreadsheets/d/1ubqVHoXUOTKkfvjglIve63z6euiIkWRDkR4Uz4CojZM
#
Bill,23
Sangburm,32
Austin,2
Daniel,5
Alex,29
Kyle,28
Mookie,14
Darren,19
Darren,7
Mookie,18
Kyle,8
Alex,13
Daniel,12
Austin,31
Sangburm,3
Bill,6
Bill,1
Sangburm,24
Austin,17
Daniel,11
Alex,15
Kyle,4
Mookie,10
Darren,9
Darren,20
Mookie,25
Kyle,21
Alex,26
Daniel,30
Austin,27
Sangburm,22
Bill,16
