# Drafted 3/14/2022 at 10 PM
#
# Source: https://docs.google.com/spreadsheets/d/1_vdEwSUZWv8ov7ZKjQc-Y5iYkVV5BaXLE6hovdHrTV4/
#
Austin,31
Kyle,10
Darren,5
Alex,9
Mookie,21
Sangburm,12
Bill,28
Daniel,16
Daniel,19
Bill,32
Sangburm,23
Mookie,18
Alex,15
Darren,17
Kyle,6
Austin,26
Austin,27
Kyle,14
Darren,2
Alex,1
Mookie,7
Sangburm,25
Bill,22
Daniel,4
Daniel,8
Bill,13
Sangburm,29
Mookie,3
Alex,20
Darren,30
Kyle,24
Austin,11
